date,trades_count,gross_pnl,charges,net_pnl,equity,daily_return_pct
2024-12-10,5,-187.2,39.08,-226.28,26634.15,-0.84
2024-12-11,5,0.0,39.21,-39.21,26594.94,-0.15
2024-12-12,5,0.0,39.7,-39.7,26555.24,-0.15
2024-12-13,5,0.0,39.46,-39.46,26515.78,-0.15
2024-12-16,5,0.0,38.76,-38.76,26477.02,-0.15
2024-12-17,5,-37.53,39.91,-77.44,26399.58,-0.29
2024-12-18,5,-14.74,40.1,-54.84,26344.74,-0.21
2024-12-19,5,0.0,39.73,-39.73,26305.01,-0.15
2024-12-20,5,1.5,39.55,-38.05,26266.96,-0.14
2024-12-23,5,-217.26,39.88,-257.14,26009.82,-0.98
2024-12-24,5,0.0,37.87,-37.87,25971.95,-0.15
2024-12-26,5,0.0,38.88,-38.88,25933.07,-0.15
2024-12-27,5,-180.18,39.22,-219.4,25713.67,-0.85
2024-12-30,5,0.0,38.61,-38.61,25675.06,-0.15
2024-12-31,5,0.0,38.53,-38.53,25636.53,-0.15
2025-01-01,5,-178.2,38.79,-216.99,25419.54,-0.85
2025-01-02,5,-14.7,37.77,-52.47,25367.07,-0.21
2025-01-03,5,-13.64,38.12,-51.76,25315.31,-0.2
2025-01-06,5,-175.1,38.17,-213.27,25102.04,-0.84
2025-01-07,5,0.0,38.03,-38.03,25064.01,-0.15
2025-01-08,5,0.0,37.04,-37.04,25026.97,-0.15
2025-01-09,5,0.0,36.14,-36.14,24990.83,-0.14
2025-01-10,5,-174.48,36.79,-211.27,24779.56,-0.85
2025-01-13,5,0.0,37.11,-37.11,24742.45,-0.15
2025-01-14,5,0.0,36.76,-36.76,24705.69,-0.15
2025-01-15,5,0.0,36.48,-36.48,24669.21,-0.15
2025-01-16,5,0.0,34.02,-34.02,24635.19,-0.14
2025-01-17,5,0.0,36.87,-36.87,24598.32,-0.15
2025-01-20,5,-168.98,36.62,-205.6,24392.72,-0.84
2025-01-21,5,-125.35,36.71,-162.06,24230.66,-0.66
2025-01-22,5,-502.48,35.95,-538.43,23692.23,-2.22
2025-01-23,5,0.0,24.93,-24.93,23667.3,-0.11
2025-01-24,5,0.0,35.44,-35.44,23631.86,-0.15
2025-01-27,5,-28.98,31.58,-60.56,23571.3,-0.26
2025-01-28,5,0.0,35.98,-35.98,23535.32,-0.15
2025-01-29,5,0.0,32.32,-32.32,23503.0,-0.14
2025-01-30,5,0.0,34.22,-34.22,23468.78,-0.15
2025-01-31,5,0.0,33.9,-33.9,23434.88,-0.14
2025-02-01,5,-0.0,31.86,-31.86,23403.02,-0.14
2025-02-03,5,-161.13,26.54,-187.67,23215.35,-0.8
2025-02-04,5,62.32,34.18,28.14,23243.49,0.12
2025-02-05,5,-133.73,31.96,-165.69,23077.8,-0.71
2025-02-06,5,-29.43,34.17,-63.6,23014.2,-0.28
2025-02-07,5,-160.74,34.7,-195.44,22818.76,-0.85
2025-02-10,5,0.0,33.16,-33.16,22785.6,-0.15
2025-02-11,5,0.0,33.67,-33.67,22751.93,-0.15
2025-02-12,5,-157.38,33.35,-190.73,22561.2,-0.84
2025-02-13,5,8.7,34.08,-25.38,22535.82,-0.11
2025-02-14,5,-0.0,33.18,-33.18,22502.64,-0.15
2025-02-17,5,0.0,34.13,-34.13,22468.51,-0.15
2025-02-18,5,0.0,33.86,-33.86,22434.65,-0.15
2025-02-19,5,0.0,34.18,-34.18,22400.47,-0.15
2025-02-20,5,0.0,33.86,-33.86,22366.61,-0.15
2025-02-21,5,0.0,33.85,-33.85,22332.76,-0.15
2025-02-24,5,0.0,33.72,-33.72,22299.04,-0.15
2025-02-25,5,0.0,26.99,-26.99,22272.05,-0.12
2025-02-27,5,3.65,30.71,-27.06,22244.99,-0.12
2025-02-28,5,0.0,31.85,-31.85,22213.14,-0.14
2025-03-03,5,0.0,33.83,-33.83,22179.31,-0.15
2025-03-04,5,0.0,33.16,-33.16,22146.15,-0.15
2025-03-05,5,0.0,25.51,-25.51,22120.64,-0.12
2025-03-06,5,0.0,32.31,-32.31,22088.33,-0.15
2025-03-07,5,0.0,33.19,-33.19,22055.14,-0.15
2025-03-10,5,0.0,31.16,-31.16,22023.98,-0.14
2025-03-11,5,19.17,33.36,-14.19,22009.79,-0.06
2025-03-12,5,-10.68,32.44,-43.12,21966.67,-0.2
2025-03-13,5,0.0,33.23,-33.23,21933.44,-0.15
2025-03-17,5,0.0,33.22,-33.22,21900.22,-0.15
2025-03-18,5,0.0,32.84,-32.84,21867.38,-0.15
2025-03-19,5,0.0,32.95,-32.95,21834.43,-0.15
2025-03-20,5,0.0,30.43,-30.43,21804.0,-0.14
2025-03-21,5,0.0,30.68,-30.68,21773.32,-0.14
2025-03-24,5,0.0,27.81,-27.81,21745.51,-0.13
2025-03-25,5,0.0,30.3,-30.3,21715.21,-0.14
2025-03-26,5,-151.56,32.81,-184.37,21530.84,-0.85
2025-03-27,5,0.0,32.67,-32.67,21498.17,-0.15
2025-03-28,5,0.0,32.67,-32.67,21465.5,-0.15
2025-04-01,5,0.0,32.71,-32.71,21432.79,-0.15
2025-04-02,5,0.0,29.49,-29.49,21403.3,-0.14
2025-04-03,5,0.0,25.42,-25.42,21377.88,-0.12
2025-04-04,5,-149.31,31.61,-180.92,21196.96,-0.85
2025-04-07,5,0.0,30.1,-30.1,21166.86,-0.14
2025-04-08,5,-0.0,31.95,-31.95,21134.91,-0.15
2025-04-09,5,0.0,30.74,-30.74,21104.17,-0.15
2025-04-11,5,-288.15,31.19,-319.34,20784.83,-1.51
2025-04-15,5,15.12,30.17,-15.05,20769.78,-0.07
2025-04-16,5,0.0,31.17,-31.17,20738.61,-0.15
2025-04-17,5,0.0,31.17,-31.17,20707.44,-0.15
2025-04-21,5,0.0,29.89,-29.89,20677.55,-0.14
2025-04-22,5,0.65,29.79,-29.14,20648.41,-0.14
2025-04-23,5,0.0,31.12,-31.12,20617.29,-0.15
2025-04-24,5,0.0,30.83,-30.83,20586.46,-0.15
2025-04-25,5,0.0,30.8,-30.8,20555.66,-0.15
2025-04-28,5,0.0,30.97,-30.97,20524.69,-0.15
2025-04-29,5,0.0,30.34,-30.34,20494.35,-0.15
2025-04-30,5,0.0,29.79,-29.79,20464.56,-0.15
2025-05-02,5,-8.19,30.27,-38.46,20426.1,-0.19
2025-05-05,5,-0.0,30.85,-30.85,20395.25,-0.15
2025-05-06,5,-0.0,29.74,-29.74,20365.51,-0.15
2025-05-07,5,-33.75,29.6,-63.35,20302.16,-0.31
2025-05-08,5,0.0,30.99,-30.99,20271.17,-0.15
2025-05-09,5,4.18,30.39,-26.21,20244.96,-0.13
2025-05-12,5,-0.0,30.83,-30.83,20214.13,-0.15
2025-05-13,5,0.0,29.09,-29.09,20185.04,-0.14
2025-05-14,5,0.0,30.02,-30.02,20155.02,-0.15
2025-05-15,5,16.5,30.27,-13.77,20141.25,-0.07
2025-05-16,5,-4.23,22.63,-26.86,20114.39,-0.13
2025-05-19,5,4.32,29.58,-25.26,20089.13,-0.13
2025-05-20,5,-11.62,30.46,-42.08,20047.05,-0.21
2025-05-21,5,-0.66,29.84,-30.5,20016.55,-0.15
2025-05-22,5,-17.43,28.68,-46.11,19970.44,-0.23
2025-05-23,5,0.0,27.38,-27.38,19943.06,-0.14
2025-05-26,5,0.78,29.95,-29.17,19913.89,-0.15
2025-05-27,5,0.0,20.97,-20.97,19892.92,-0.11
2025-05-28,5,16.05,28.91,-12.86,19880.06,-0.06
2025-05-29,5,-3.84,29.9,-33.74,19846.32,-0.17
2025-05-30,5,-113.58,29.33,-142.91,19703.41,-0.72
2025-06-02,5,0.0,29.15,-29.15,19674.26,-0.15
2025-06-03,5,-138.04,29.46,-167.5,19506.76,-0.85
2025-06-04,5,-26.84,28.79,-55.63,19451.13,-0.29
2025-06-05,5,0.0,29.49,-29.49,19421.64,-0.15
2025-06-06,5,-0.63,27.13,-27.76,19393.88,-0.14
2025-06-09,5,47.84,29.04,18.8,19412.68,0.1
2025-06-10,5,0.0,29.23,-29.23,19383.45,-0.15
2025-06-11,5,8.91,29.29,-20.38,19363.07,-0.11
2025-06-12,5,75.67,29.55,46.12,19409.19,0.24
2025-06-13,5,0.0,29.19,-29.19,19380.0,-0.15
2025-06-16,5,0.0,28.73,-28.73,19351.27,-0.15
2025-06-17,5,0.0,29.51,-29.51,19321.76,-0.15
2025-06-18,5,-6.44,29.19,-35.63,19286.13,-0.18
2025-06-19,5,-133.64,29.35,-162.99,19123.14,-0.85
2025-06-20,5,0.0,28.58,-28.58,19094.56,-0.15
2025-06-23,5,-9.18,28.87,-38.05,19056.51,-0.2
2025-06-24,5,-132.89,28.66,-161.55,18894.96,-0.85
2025-06-25,5,-11.41,28.68,-40.09,18854.87,-0.21
2025-06-26,5,5.72,28.37,-22.65,18832.22,-0.12
2025-06-27,5,-108.84,27.27,-136.11,18696.11,-0.72
2025-06-30,5,0.0,26.1,-26.1,18670.01,-0.14
2025-07-01,5,8.0,28.5,-20.5,18649.51,-0.11
2025-07-02,5,-25.25,27.81,-53.06,18596.45,-0.28
2025-07-03,5,42.46,28.37,14.09,18610.54,0.08
2025-07-04,5,-129.6,27.79,-157.39,18453.15,-0.85
2025-07-07,5,-130.82,27.91,-158.73,18294.42,-0.86
2025-07-08,5,-123.11,27.61,-150.72,18143.7,-0.82
2025-07-09,5,-14.3,27.53,-41.83,18101.87,-0.23
2025-07-10,5,0.0,27.1,-27.1,18074.77,-0.15
2025-07-11,5,0.0,25.84,-25.84,18048.93,-0.14
2025-07-14,5,22.96,27.25,-4.29,18044.64,-0.02
2025-07-15,5,-13.58,27.13,-40.71,18003.93,-0.23
2025-07-16,5,0.0,27.48,-27.48,17976.45,-0.15
2025-07-17,5,0.0,26.38,-26.38,17950.07,-0.15
2025-07-18,5,0.0,27.29,-27.29,17922.78,-0.15
2025-07-21,5,-121.76,26.67,-148.43,17774.35,-0.83
2025-07-22,5,-25.5,25.46,-50.96,17723.39,-0.29
2025-07-23,5,0.0,25.37,-25.37,17698.02,-0.14
2025-07-24,5,0.0,25.75,-25.75,17672.27,-0.15
2025-07-25,5,-117.45,20.92,-138.37,17533.9,-0.78
2025-07-28,5,0.0,20.25,-20.25,17513.65,-0.12
2025-07-29,5,0.0,25.87,-25.87,17487.78,-0.15
2025-07-30,5,16.24,25.55,-9.31,17478.47,-0.05
2025-07-31,5,-118.32,23.61,-141.93,17336.54,-0.81
2025-08-01,5,0.0,26.48,-26.48,17310.06,-0.15
2025-08-04,5,0.0,25.38,-25.38,17284.68,-0.15
2025-08-05,5,23.12,25.98,-2.86,17281.82,-0.02
2025-08-06,5,-115.94,24.1,-140.04,17141.78,-0.81
2025-08-07,5,-83.52,24.12,-107.64,17034.14,-0.63
2025-08-08,5,25.84,23.71,2.13,17036.27,0.01
2025-08-11,5,15.68,25.08,-9.4,17026.87,-0.06
2025-08-12,5,0.0,25.4,-25.4,17001.47,-0.15
2025-08-13,5,-242.82,24.54,-267.36,16734.11,-1.57
2025-08-14,5,0.0,24.87,-24.87,16709.24,-0.15
2025-08-18,5,-115.94,24.73,-140.67,16568.57,-0.84
2025-08-19,5,0.0,23.93,-23.93,16544.64,-0.14
2025-08-20,5,-16.24,24.95,-41.19,16503.45,-0.25
2025-08-21,5,-110.88,19.14,-130.02,16373.43,-0.79
2025-08-22,5,-7.56,23.28,-30.84,16342.59,-0.19
2025-08-25,5,-113.9,19.46,-133.36,16209.23,-0.82
2025-08-26,5,-22.5,24.1,-46.6,16162.63,-0.29
2025-08-28,5,0.0,24.4,-24.4,16138.23,-0.15
2025-08-29,5,0.0,23.15,-23.15,16115.08,-0.14
2025-09-01,5,0.0,23.17,-23.17,16091.91,-0.14
2025-09-02,5,0.0,24.14,-24.14,16067.77,-0.15
2025-09-03,5,1.59,23.72,-22.13,16045.64,-0.14
2025-09-04,5,-112.98,22.91,-135.89,15909.75,-0.85
2025-09-05,5,30.9,22.47,8.43,15918.18,0.05
2025-09-08,5,0.0,23.71,-23.71,15894.47,-0.15
2025-09-09,5,0.0,19.32,-19.32,15875.15,-0.12
2025-09-10,5,22.05,23.98,-1.93,15873.22,-0.01
2025-09-11,5,0.0,24.19,-24.19,15849.03,-0.15
2025-09-12,5,-11.9,23.01,-34.91,15814.12,-0.22
2025-09-15,5,0.0,22.8,-22.8,15791.32,-0.14
2025-09-16,5,0.0,23.77,-23.77,15767.55,-0.15
2025-09-17,5,0.0,23.74,-23.74,15743.81,-0.15
2025-09-18,5,-209.7,23.36,-233.06,15510.75,-1.48
2025-09-19,5,-0.0,22.36,-22.36,15488.39,-0.14
2025-09-22,5,0.0,22.79,-22.79,15465.6,-0.15
2025-09-23,5,0.0,23.62,-23.62,15441.98,-0.15
2025-09-24,5,-0.0,21.79,-21.79,15420.19,-0.14
2025-09-25,5,0.0,20.86,-20.86,15399.33,-0.14
2025-09-26,5,-0.0,21.2,-21.2,15378.13,-0.14
2025-09-29,5,-17.36,23.34,-40.7,15337.43,-0.26
2025-09-30,5,0.0,23.26,-23.26,15314.17,-0.15
2025-10-01,5,0.0,23.05,-23.05,15291.12,-0.15
2025-10-03,5,-105.7,22.27,-127.97,15163.15,-0.84
2025-10-06,5,0.0,22.6,-22.6,15140.55,-0.15
2025-10-07,5,1.8,20.77,-18.97,15121.58,-0.13
2025-10-08,5,35.42,21.58,13.84,15135.42,0.09
2025-10-09,5,0.0,22.34,-22.34,15113.08,-0.15
2025-10-10,5,-2.94,18.19,-21.13,15091.95,-0.14
2025-10-13,5,0.0,22.33,-22.33,15069.62,-0.15
2025-10-14,5,-107.04,22.82,-129.86,14939.76,-0.86
2025-10-15,5,-19.47,21.84,-41.31,14898.45,-0.28
2025-10-16,5,-103.4,22.15,-125.55,14772.9,-0.84
2025-10-17,5,0.0,20.88,-20.88,14752.02,-0.14
2025-10-20,5,0.0,20.84,-20.84,14731.18,-0.14
2025-10-21,5,9.95,22.11,-12.16,14719.02,-0.08
2025-10-23,5,-107.25,22.39,-129.64,14589.38,-0.88
2025-10-24,5,-0.0,21.36,-21.36,14568.02,-0.15
2025-10-27,5,-189.92,19.63,-209.55,14358.47,-1.44
2025-10-28,5,0.0,21.83,-21.83,14336.64,-0.15
2025-10-29,5,0.0,21.72,-21.72,14314.92,-0.15
2025-10-30,5,-13.2,20.03,-33.23,14281.69,-0.23
2025-10-31,5,0.0,16.62,-16.62,14265.07,-0.12
2025-11-03,5,0.0,20.09,-20.09,14244.98,-0.14
2025-11-04,5,0.0,20.96,-20.96,14224.02,-0.15
2025-11-06,5,2.94,20.1,-17.16,14206.86,-0.12
2025-11-07,5,0.0,17.32,-17.32,14189.54,-0.12
2025-11-10,5,24.3,21.05,3.25,14192.79,0.02
2025-11-11,5,-69.38,19.93,-89.31,14103.48,-0.63
2025-11-12,5,2.42,19.1,-16.68,14086.8,-0.12
2025-11-13,5,-25.14,20.68,-45.82,14040.98,-0.33
2025-11-14,5,12.6,20.56,-7.96,14033.02,-0.06
2025-11-17,5,-288.3,20.85,-309.15,13723.87,-2.2
2025-11-18,5,-0.9,20.75,-21.65,13702.22,-0.16
2025-11-19,5,-95.91,19.82,-115.73,13586.49,-0.84
2025-11-20,5,0.0,20.69,-20.69,13565.8,-0.15
2025-11-21,5,27.54,20.72,6.82,13572.62,0.05
2025-11-24,5,-95.17,20.35,-115.52,13457.1,-0.85
2025-11-25,5,-105.42,19.69,-125.11,13331.99,-0.93
2025-11-26,5,0.0,19.96,-19.96,13312.03,-0.15
2025-11-27,5,-13.77,18.72,-32.49,13279.54,-0.24
2025-11-28,5,3.15,20.21,-17.06,13262.48,-0.13
2025-12-01,5,0.0,19.84,-19.84,13242.64,-0.15
2025-12-02,5,-10.54,20.15,-30.69,13211.95,-0.23
2025-12-03,5,-92.04,20.03,-112.07,13099.88,-0.85
2025-12-04,5,-4.57,20.03,-24.6,13075.28,-0.19
2025-12-05,5,0.0,18.88,-18.88,13056.4,-0.14
2025-12-08,5,0.0,19.18,-19.18,13037.22,-0.15
2025-12-09,5,0.0,15.64,-15.64,13021.58,-0.12
2025-12-10,5,0.0,19.65,-19.65,13001.93,-0.15
2025-12-11,5,0.0,19.26,-19.26,12982.67,-0.15
2025-12-12,5,0.0,17.74,-17.74,12964.93,-0.14
2025-12-15,5,0.0,19.51,-19.51,12945.42,-0.15
2025-12-16,5,-93.46,19.32,-112.78,12832.64,-0.87
2025-12-17,5,0.0,19.31,-19.31,12813.33,-0.15
2025-12-18,5,-188.18,18.47,-206.65,12606.68,-1.61
2025-12-19,5,0.0,18.97,-18.97,12587.71,-0.15
2025-12-22,5,0.0,17.77,-17.77,12569.94,-0.14
2025-12-23,5,-11.45,18.86,-30.31,12539.63,-0.24
2025-12-24,5,0.0,18.86,-18.86,12520.77,-0.15
2025-12-26,5,-64.2,18.8,-83.0,12437.77,-0.66
2025-12-29,5,0.0,18.6,-18.6,12419.17,-0.15
2025-12-30,5,0.0,18.34,-18.34,12400.83,-0.15
2025-12-31,5,0.0,18.42,-18.42,12382.41,-0.15
2026-01-01,5,26.1,18.92,7.18,12389.59,0.06
2026-01-02,5,37.52,18.75,18.77,12408.36,0.15
2026-01-05,5,2.52,17.94,-15.42,12392.94,-0.12
2026-01-06,5,0.0,18.88,-18.88,12374.06,-0.15
2026-01-07,5,-17.55,18.36,-35.91,12338.15,-0.29
2026-01-08,5,0.0,13.7,-13.7,12324.45,-0.11
2026-01-09,5,0.0,18.23,-18.23,12306.22,-0.15
2026-01-12,5,-13.26,18.37,-31.63,12274.59,-0.26
2026-01-13,5,0.0,18.73,-18.73,12255.86,-0.15
2026-01-14,5,-4.8,16.36,-21.16,12234.7,-0.17
2026-01-16,5,-4.0,16.27,-20.27,12214.43,-0.17
2026-01-19,5,-79.44,17.84,-97.28,12117.15,-0.8
2026-01-20,5,0.0,18.36,-18.36,12098.79,-0.15
2026-01-21,5,-0.0,18.41,-18.41,12080.38,-0.15
2026-01-22,5,0.0,18.35,-18.35,12062.03,-0.15
2026-01-23,5,-9.72,17.84,-27.56,12034.47,-0.23
2026-01-27,5,-78.1,16.58,-94.68,11939.79,-0.79
2026-01-28,5,0.0,17.74,-17.74,11922.05,-0.15
2026-01-29,5,0.0,16.7,-16.7,11905.35,-0.14
2026-01-30,5,0.0,17.82,-17.82,11887.53,-0.15
2026-02-02,5,0.0,16.74,-16.74,11870.79,-0.14
2026-02-03,5,-82.62,17.95,-100.57,11770.22,-0.85
2026-02-04,5,-72.88,17.19,-90.07,11680.15,-0.77
2026-02-05,5,15.12,14.2,0.92,11681.07,0.01
2026-02-06,5,5.76,16.24,-10.48,11670.59,-0.09
2026-02-09,5,-81.2,16.53,-97.73,11572.86,-0.84
2026-02-10,5,0.0,17.33,-17.33,11555.53,-0.15
2026-02-11,5,-79.55,13.83,-93.38,11462.15,-0.81
2026-02-12,5,0.0,16.28,-16.28,11445.87,-0.14
2026-02-13,5,0.0,14.66,-14.66,11431.21,-0.13
2026-02-16,5,0.0,16.37,-16.37,11414.84,-0.14
2026-02-17,5,0.0,17.23,-17.23,11397.61,-0.15
2026-02-18,5,-2.9,17.41,-20.31,11377.3,-0.18
2026-02-19,5,0.0,9.39,-9.39,11367.91,-0.08
2026-02-20,5,170.25,17.53,152.72,11520.63,1.34
2026-02-23,5,-2.25,17.48,-19.73,11500.9,-0.17
2026-02-24,5,-16.52,17.56,-34.08,11466.82,-0.3
2026-02-25,5,-85.8,16.36,-102.16,11364.66,-0.89
2026-02-26,5,16.66,17.33,-0.67,11363.99,-0.01
2026-02-27,5,41.52,17.08,24.44,11388.43,0.22
2026-03-02,5,0.0,14.98,-14.98,11373.45,-0.13
2026-03-04,5,0.0,17.34,-17.34,11356.11,-0.15
2026-03-05,5,-3.2,17.28,-20.48,11335.63,-0.18
2026-03-06,5,0.0,13.73,-13.73,11321.9,-0.12
2026-03-09,5,0.0,17.1,-17.1,11304.8,-0.15
2026-03-10,5,-137.76,16.92,-154.68,11150.12,-1.37
2026-03-11,5,-69.29,16.82,-86.11,11064.01,-0.77
2026-03-12,5,0.0,16.23,-16.23,11047.78,-0.15
2026-03-13,5,11.03,16.78,-5.75,11042.03,-0.05
2026-03-16,5,2.1,14.97,-12.87,11029.16,-0.12
2026-03-17,5,0.0,16.79,-16.79,11012.37,-0.15
2026-03-18,5,-76.05,16.04,-92.09,10920.28,-0.84
2026-03-19,5,3.56,16.56,-13.0,10907.28,-0.12
2026-03-20,5,-75.36,16.58,-91.94,10815.34,-0.84
2026-03-23,5,-76.82,15.69,-92.51,10722.83,-0.86
2026-03-24,5,0.0,14.72,-14.72,10708.11,-0.14
2026-03-25,5,6.76,16.3,-9.54,10698.57,-0.09
2026-03-27,5,0.0,16.14,-16.14,10682.43,-0.15
2026-03-30,5,-72.4,15.98,-88.38,10594.05,-0.83
2026-04-01,5,0.0,16.16,-16.16,10577.89,-0.15
2026-04-02,5,0.0,15.73,-15.73,10562.16,-0.15
2026-04-06,5,0.0,15.2,-15.2,10546.96,-0.14
2026-04-07,5,0.0,14.06,-14.06,10532.9,-0.13
2026-04-08,5,0.0,14.77,-14.77,10518.13,-0.14
2026-04-09,5,-149.34,15.7,-165.04,10353.09,-1.57
2026-04-10,5,-14.84,13.96,-28.8,10324.29,-0.28
2026-04-13,5,0.0,14.94,-14.94,10309.35,-0.14
2026-04-15,5,-11.13,15.42,-26.55,10282.8,-0.26
2026-04-16,5,-12.54,14.52,-27.06,10255.74,-0.26
2026-04-17,5,0.52,14.13,-13.61,10242.13,-0.13
2026-04-20,5,0.0,15.19,-15.19,10226.94,-0.15
2026-04-21,5,0.0,15.12,-15.12,10211.82,-0.15
2026-04-22,5,-0.0,15.25,-15.25,10196.57,-0.15
2026-04-23,5,-74.64,11.92,-86.56,10110.01,-0.85
2026-04-24,5,0.0,15.27,-15.27,10094.74,-0.15
2026-04-27,5,0.0,15.07,-15.07,10079.67,-0.15
2026-04-28,5,38.6,15.14,23.46,10103.13,0.23
2026-04-29,5,-1.8,15.33,-17.13,10086.0,-0.17
2026-04-30,5,-63.54,15.28,-78.82,10007.18,-0.78
2026-05-04,5,17.28,13.39,3.89,10011.07,0.04
2026-05-05,5,-12.95,12.53,-25.48,9985.59,-0.25
2026-05-06,5,0.0,13.19,-13.19,9972.4,-0.13
2026-05-07,5,0.96,10.54,-9.58,9962.82,-0.1
2026-05-08,5,9.48,14.19,-4.71,9958.11,-0.05
2026-05-11,5,0.0,14.99,-14.99,9943.12,-0.15
2026-05-12,5,-13.65,14.23,-27.88,9915.24,-0.28
2026-05-13,5,0.0,11.17,-11.17,9904.07,-0.11
2026-05-14,5,-3.12,13.44,-16.56,9887.51,-0.17
2026-05-15,5,0.0,14.8,-14.8,9872.71,-0.15
2026-05-18,5,0.0,14.88,-14.88,9857.83,-0.15
2026-05-19,5,0.0,14.02,-14.02,9843.81,-0.14
2026-05-20,5,-57.1,14.59,-71.69,9772.12,-0.73
2026-05-21,5,12.61,14.18,-1.57,9770.55,-0.02
2026-05-22,5,0.0,14.31,-14.31,9756.24,-0.15
2026-05-25,5,0.0,14.61,-14.61,9741.63,-0.15
2026-05-26,5,-12.67,13.2,-25.87,9715.76,-0.27
2026-05-27,5,12.88,13.17,-0.29,9715.47,-0.0
2026-05-29,5,6.12,10.79,-4.67,9710.8,-0.05
2026-06-01,5,-67.2,13.3,-80.5,9630.3,-0.83
2026-06-02,5,0.0,11.22,-11.22,9619.08,-0.12
2026-06-03,5,0.0,11.71,-11.71,9607.37,-0.12
2026-06-04,5,0.0,12.29,-12.29,9595.08,-0.13
2026-06-05,5,-0.0,13.74,-13.74,9581.34,-0.14
2026-06-08,5,-2.0,14.26,-16.26,9565.08,-0.17
2026-06-09,5,0.0,14.42,-14.42,9550.66,-0.15
2026-06-10,5,0.0,13.78,-13.78,9536.88,-0.14
2026-06-11,5,0.0,11.12,-11.12,9525.76,-0.12
2026-06-12,5,0.0,12.81,-12.81,9512.95,-0.13
2026-06-15,5,-9.54,12.99,-22.53,9490.42,-0.24
2026-06-16,5,-3.6,13.13,-16.73,9473.69,-0.18
2026-06-17,5,0.0,12.06,-12.06,9461.63,-0.13
2026-06-18,5,0.0,9.81,-9.81,9451.82,-0.1
2026-06-19,5,0.0,13.95,-13.95,9437.87,-0.15
2026-06-22,5,0.0,13.1,-13.1,9424.77,-0.14
2026-06-23,5,0.0,10.95,-10.95,9413.82,-0.12
2026-06-24,5,0.0,10.71,-10.71,9403.11,-0.11
2026-06-25,5,-3.0,12.17,-15.17,9387.94,-0.16
2026-06-29,5,0.0,13.72,-13.72,9374.22,-0.15
2026-06-30,5,-5.28,12.33,-17.61,9356.61,-0.19
2026-07-01,5,0.0,13.7,-13.7,9342.91,-0.15
2026-07-02,5,0.0,13.94,-13.94,9328.97,-0.15
2026-07-03,5,-0.0,14.12,-14.12,9314.85,-0.15
2026-07-06,5,0.0,11.1,-11.1,9303.75,-0.12
2026-07-07,5,-0.31,13.5,-13.81,9289.94,-0.15
2026-07-08,5,151.95,12.97,138.98,9428.92,1.5
2026-07-09,5,0.0,14.24,-14.24,9414.68,-0.15
2026-07-10,5,-65.56,10.14,-75.7,9338.98,-0.8
2026-07-13,5,-12.9,13.69,-26.59,9312.39,-0.28
2026-07-14,5,-65.0,12.18,-77.18,9235.21,-0.83
2026-07-15,5,-63.7,13.91,-77.61,9157.6,-0.84
2026-07-16,5,11.2,13.65,-2.45,9155.15,-0.03
2026-07-17,5,5.34,13.25,-7.91,9147.24,-0.09
2026-07-20,5,0.0,12.35,-12.35,9134.89,-0.14
2026-07-21,5,38.14,10.47,27.67,9162.57,0.3
2026-07-22,5,12.51,13.76,-1.25,9161.32,-0.01
2026-07-23,5,0.0,13.85,-13.85,9147.47,-0.15
2026-07-24,5,0.0,10.27,-10.27,9137.2,-0.11
2026-07-27,5,-75.36,10.65,-86.01,9051.19,-0.94
2026-07-28,5,10.92,12.65,-1.73,9049.46,-0.02
2026-07-29,5,0.0,13.44,-13.44,9036.02,-0.15
2026-07-30,5,14.1,13.06,1.04,9037.06,0.01
2026-07-31,5,0.0,13.08,-13.08,9023.98,-0.14
2026-08-03,5,0.0,13.32,-13.32,9010.66,-0.15
2026-08-04,5,-35.74,13.09,-48.83,8961.83,-0.54
2026-08-05,5,-74.56,13.48,-88.04,8873.79,-0.98
2026-08-06,5,-18.78,11.62,-30.4,8843.39,-0.34
2026-08-07,5,11.96,12.34,-0.38,8843.01,-0.0
2026-08-10,5,0.0,12.94,-12.94,8830.07,-0.15
2026-08-11,5,10.07,12.9,-2.83,8827.24,-0.03
2026-08-12,5,0.0,12.44,-12.44,8814.8,-0.14
2026-08-13,5,-8.04,12.61,-20.65,8794.15,-0.23
2026-08-14,5,-8.64,10.71,-19.35,8774.8,-0.22
2026-08-17,5,-65.53,12.28,-77.81,8696.99,-0.89
2026-08-18,5,0.0,10.39,-10.39,8686.6,-0.12
2026-08-19,5,0.0,13.08,-13.08,8673.52,-0.15
2026-08-20,5,-57.26,13.06,-70.32,8603.2,-0.81
2026-08-21,5,-59.28,12.46,-71.74,8531.46,-0.83
2026-08-24,5,0.0,12.98,-12.98,8518.48,-0.15
2026-08-25,5,0.0,10.36,-10.36,8508.12,-0.12
2026-08-26,5,0.0,12.61,-12.61,8495.51,-0.15
2026-08-27,5,6.54,12.89,-6.35,8489.16,-0.07
2026-08-28,5,0.0,12.47,-12.47,8476.69,-0.15
2026-08-31,5,-0.0,12.56,-12.56,8464.13,-0.15
2026-09-01,5,0.0,12.5,-12.5,8451.63,-0.15
2026-09-02,5,0.0,12.34,-12.34,8439.29,-0.15
2026-09-03,5,5.92,12.12,-6.2,8433.09,-0.07
2026-09-04,5,0.0,12.59,-12.59,8420.5,-0.15
2026-09-07,5,93.41,11.98,81.43,8501.93,0.97
